,mdot,DH_mid,incidence,Vexp,lean_compound,lean_straight,tip_clearance,n_blade
36,0.060034063,0.8817068764763545,-1.232025222,-0.886934206,0.011772168485956191,70.74720324756417,4.200734142178003,9
37,0.035064627,0.8089235289119503,4.460725582787042,-0.763642051,2.185832291,17.430739671650084,2.7437502471117305,8
38,0.030396699,0.830110717,-0.017771346,-0.492073977,6.765615459913206,10.869656079067756,1.0721707099413667,6
39,0.031158376920792603,0.8345995004784397,-2.618801416,-0.332364841,1.430769534446754,76.00046561,4.899277008474747,7
40,0.051309434842643706,0.7615120359067674,1.3603074215766888,-1.822136748,2.656995636320951,7.497957213666037,2.752462706,6
41,0.064700172,0.789217522,1.8714595047020381,-0.98661413,7.842088211060279,89.67741547085066,1.2693739189515088,7
42,0.046283364,0.8898721447341708,4.3537069629521135,-0.143049447,6.374629332229698,64.28827153649819,1.7664930606166394,7
43,0.061611260759879716,0.7673136365359975,2.2163024185738696,-0.203888028,4.289748887119006,58.54068304930654,2.3831432106381794,8
44,0.06503473,0.8221177488104878,-6.206834877,-1.951830875,5.211849766102312,28.383363033748715,1.5361179675298224,5
45,0.056438705,0.8861008573885069,-9.74297537,-0.559089791,2.9683487014186287,51.09593433838918,3.6963897715086143,5
46,0.072957758,0.7757191691046731,-3.497366026,-0.926601504,1.8802017717327366,55.457278903512105,4.988686034137581,8
47,0.072173441,0.8534160243608271,0.9967312166084952,-0.458801288,1.6370488702691874,68.98074092080205,2.256591110889326,6
48,0.046200606545304654,0.7695119753652001,-7.727873893,-0.234060282,6.014809822152131,48.328740276647714,4.538145150951976,9
49,0.041326145,0.8654358223133098,-9.469819155,-0.577896357,3.6834227001944115,4.143430072397762,2.196840657526689,8
50,0.029176559689984363,0.8418499341467331,-8.301568236,-1.171159665,7.706554132,41.77637123446479,3.2246076607787715,9
51,0.039857508,0.8783404605248519,-1.760119926,-1.576871997,5.448759486919789,86.60765034161058,4.749090297377126,6
52,0.039021936,0.8379344372763029,0.45024145473784394,-1.707591991,0.34476096751067176,63.194768827225325,3.8045860502912103,5
53,0.040076724,0.7559899475772225,-8.661288063,-1.335472085,7.504507479,12.803648879358544,2.9238938637011875,6
54,0.055235225,0.7842505793682973,-2.802795719,-1.982565799,8.831143631266784,42.907239462323204,1.6727888144916805,8
55,0.052364140065393465,0.8880578104506839,0.507940728,-0.677234044,8.935321563573412,74.97099971390944,3.180808285001206,5
56,0.066160343,0.7609362716176085,-3.393110337,-0.166528609,4.446404081467847,2.6488417141461023,2.9648438237285646,8
57,0.033941223,0.7986971745488644,1.569125408958195,-0.047879518,1.2528390091417327,58.38416257375871,1.4107292336409765,7
58,0.07359374,0.8431614306845727,-5.218611028,-0.806757857,5.106070061096704,8.404983231911025,4.153602957353648,6
59,0.025705071,0.8474983213696392,2.0626493825940404,-1.118765311,4.615605233627258,83.96299099470292,2.0414894871566207,6
60,0.061949511,0.7793434623779153,-7.972371178,-0.106982601,8.039236671,50.39915030607607,3.5514499751602235,5
61,0.031975795,0.7508228970745351,3.8763714605549406,-0.74723529,6.632153992519159,40.61150228427736,4.089371611099297,6
62,0.047827345592948524,0.7931107041826047,-7.17166669,-1.034010918,7.428487901710169,87.17591220954402,1.9413145962097178,9
63,0.058503703,0.7527194736335542,-3.987520214,-1.140159239,0.9585503702238091,53.92815748519328,1.0380569850995176,7
64,0.053958523598955144,0.8577348012046097,2.5039371967186437,-1.745825677,1.8448149412294013,20.274313589865372,4.423466346709521,8
65,0.052853094,0.8101973963997265,1.1146391648339868,-0.437181519,8.594416271599343,76.98800140573792,4.946235083360994,7
66,0.059906956937351215,0.8759320336954843,2.593607538,-1.508193998,6.582033629915936,15.640427696111825,3.897301222677905,5
67,0.051020574,0.7726643435987177,4.773815403229996,-1.058937918,0.5162401881669341,72.83552913756573,3.600271491706435,7
68,0.07056847,0.7943656148684396,-9.161958285,-0.872807275,6.908844843914725,27.98388229594215,1.3352582689313168,8
69,0.0362241,0.8259017070530627,4.821630963558848,-1.254890977,9.819432714,60.526084335346894,2.5618331181498792,8
70,0.036962656,0.8933251663116138,3.283172822142978,-1.315060545,7.936767705814679,34.72620632299802,4.592600775844058,8
71,0.029661822359711463,0.782779319,-5.471259191,-0.969939885,3.4126185864726177,37.14879152,1.1485349012197452,9
72,0.036545931,0.7660379613762337,-2.174707532,-1.895263216,4.018271655524088,81.59783742113015,2.4508918391988495,7
73,0.037567338,0.8008570383818444,-0.865419956,-1.286120049,8.661507416289316,2.050606814929684,3.737259406416442,9
74,0.057589388671979144,0.8321158403230933,-7.341855103,-1.614604815,8.139959069483112,88.65231726035894,2.4070169798531955,5
75,0.026596615491884898,0.7811018335728332,-6.968013818,-0.843236626,7.088697285637577,80.73970604,3.389015075,6
76,0.042679028891801286,0.7715644589533188,-4.745338845,-0.304092393,1.0038522293209924,5.035168042004176,2.652769770458213,6
77,0.048737231675366616,0.8077440320406097,-4.331379861,-0.297998768,6.228174939,67.06236099041621,1.3782618053240594,5
78,0.049285982590076605,0.8920526860559701,-0.810193246,-1.499064686,9.621226889588197,35.153819508320275,1.1872381077953909,6
79,0.056941512207419616,0.8841366139411156,-8.395148657,-0.918665416,6.386305090873017,71.00533881487719,4.297921459045049,9
80,0.05,0.825,-2.5,-1,5,45,3,7
81,0.05,0.825,-2.5,-1,5,45,3,7
82,0.05,0.825,-2.5,-1,5,45,3,7
83,0.05,0.825,-2.5,-1,5,45,3,7
84,0.05,0.825,-2.5,-1,5,45,3,7
